,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company,model
3236,Tata Hexa XTA,2018,1350000,34000,Diesel,Individual,Automatic,First Owner,Tata,Tata Hexa XTA
3237,Mahindra Xylo D4,2014,350000,145000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Xylo D4
3238,Datsun RediGO AMT 1.0 S,2018,300000,25000,Petrol,Individual,Automatic,First Owner,Datsun,Datsun RediGO AMT
3239,Nissan Sunny XL D,2018,500000,70000,Diesel,Individual,Manual,First Owner,Nissan,Nissan Sunny XL
3240,Audi Q3 35 TDI Quattro Technology,2017,2575000,36000,Diesel,Dealer,Automatic,First Owner,Audi,Audi Q3 35
3241,Honda Brio VX,2014,345000,58000,Petrol,Dealer,Manual,First Owner,Honda,Honda Brio VX
3242,Tata Indigo CR4,2013,220000,100000,Diesel,Individual,Manual,First Owner,Tata,Tata Indigo CR4
3243,Maruti 800 AC,1999,50000,100000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti 800 AC
3244,Honda Jazz Select Edition,2017,585000,14000,Petrol,Dealer,Manual,First Owner,Honda,Honda Jazz Select
3245,Maruti Swift Dzire AMT VXI,2018,625000,13800,Petrol,Individual,Automatic,First Owner,Maruti,Maruti Swift Dzire
3246,Hyundai Creta 1.6 SX Automatic,2017,1035000,23000,Petrol,Dealer,Automatic,First Owner,Hyundai,Hyundai Creta 1.6
3247,Mahindra Xylo D4,2017,600000,99700,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Xylo D4
3249,Honda City i-DTEC SV,2014,650000,49654,Diesel,Dealer,Manual,First Owner,Honda,Honda City i-DTEC
3250,Hyundai Grand i10 Asta,2016,550000,45457,Petrol,Dealer,Manual,First Owner,Hyundai,Hyundai Grand i10
3251,Hyundai Creta 1.6 CRDi SX,2017,1260000,39221,Diesel,Dealer,Manual,First Owner,Hyundai,Hyundai Creta 1.6
3252,Hyundai i20 Sportz 1.2,2016,660000,48220,Petrol,Dealer,Manual,First Owner,Hyundai,Hyundai i20 Sportz
3253,Hyundai i20 Sportz 1.2,2017,700000,11114,Petrol,Dealer,Manual,First Owner,Hyundai,Hyundai i20 Sportz
3254,Hyundai Getz 1.5 CRDi GVS,2008,235000,60208,Diesel,Dealer,Manual,First Owner,Hyundai,Hyundai Getz 1.5
3255,Volkswagen Vento 1.5 TDI Highline,2013,475000,80000,Diesel,Dealer,Manual,First Owner,Volkswagen,Volkswagen Vento 1.5
3256,Mercedes-Benz E-Class 280 CDI Elegance,2008,795000,98600,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz,Mercedes-Benz E-Class 280
3259,MG Hector Smart AT,2019,1860000,18000,Petrol,Dealer,Automatic,First Owner,MG,MG Hector Smart
3261,Honda City VX CVT,2015,850000,58000,Petrol,Dealer,Automatic,First Owner,Honda,Honda City VX
3262,Mahindra Xylo D4,2017,585000,85441,Diesel,Dealer,Manual,First Owner,Mahindra,Mahindra Xylo D4
3263,Mahindra Verito 1.5 D4 BSIV,2015,380000,64541,Diesel,Dealer,Manual,First Owner,Mahindra,Mahindra Verito 1.5
3264,Maruti Swift Dzire VDI,2019,650000,35000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift Dzire
3265,Nissan Micra Active XV,2017,434999,16267,Petrol,Dealer,Manual,First Owner,Nissan,Nissan Micra Active
3266,Volkswagen Vento 1.5 TDI Highline,2013,525000,71500,Diesel,Dealer,Manual,First Owner,Volkswagen,Volkswagen Vento 1.5
3268,Chevrolet Aveo U-VA 1.2 LS,2008,160000,80000,Petrol,Individual,Manual,First Owner,Chevrolet,Chevrolet Aveo U-VA
3269,Maruti Zen Estilo 1.1 LXI BSIII,2007,160000,90000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Zen Estilo
3270,Hyundai Creta 1.6 VTVT S,2017,900000,14700,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Creta 1.6
3271,Maruti Alto LX,2000,61000,90000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LX
3272,Maruti Wagon R LXI BS IV,2017,400000,50000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Wagon R
3273,Hyundai Santro Xing XS,2009,150000,100000,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai Santro Xing
3274,Volkswagen Polo GT 1.0 TSI,2019,950000,24000,Petrol,Individual,Automatic,First Owner,Volkswagen,Volkswagen Polo GT
3275,Hyundai Getz GLX,2007,110000,90000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Getz GLX
3276,Tata Bolt Revotron XM,2015,375000,30000,Petrol,Individual,Manual,First Owner,Tata,Tata Bolt Revotron
3277,Datsun GO Plus T Option,2017,350000,80000,Petrol,Individual,Manual,First Owner,Datsun,Datsun GO Plus
3278,Hyundai i20 Magna 1.4 CRDi (Diesel),2012,310000,92686,Diesel,Dealer,Manual,Second Owner,Hyundai,Hyundai i20 Magna
3280,Volkswagen Vento Petrol Highline,2011,350000,90000,Petrol,Individual,Manual,Second Owner,Volkswagen,Volkswagen Vento Petrol
3281,Hyundai Santro LS zipPlus,2003,100000,60000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Santro LS
3282,Mahindra XUV500 AT W6 2WD,2017,1300000,40000,Diesel,Individual,Automatic,First Owner,Mahindra,Mahindra XUV500 AT
3283,Hyundai EON Era Plus Sports Edition,2014,280000,55000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai EON Era
3284,Hyundai EON Magna Plus,2018,360000,6000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai EON Magna
3285,Maruti Alto LXi,2011,150000,40000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LXi
3286,Skoda Rapid 1.6 MPI AT Ambition BSIV,2017,900000,15000,Petrol,Individual,Automatic,First Owner,Skoda,Skoda Rapid 1.6
3287,Ambassador CLASSIC 1500 DSL AC,2005,120000,50000,Diesel,Individual,Manual,Second Owner,Ambassador,Ambassador CLASSIC 1500
3288,Fiat Linea T Jet Emotion,2010,215000,90000,Petrol,Individual,Manual,Second Owner,Fiat,Fiat Linea T
3289,Renault Scala Diesel RxL,2013,550000,38500,Diesel,Individual,Manual,First Owner,Renault,Renault Scala Diesel
3290,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,775000,35000,Petrol,Individual,Manual,First Owner,Tata,Tata Nexon 1.2
3291,Maruti Gypsy King HT BSIV,2001,409999,49359,Petrol,Individual,Manual,Third Owner,Maruti,Maruti Gypsy King
3292,Maruti 800 AC Uniq,2005,65000,70000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti 800 AC
3293,Maruti Wagon R LXI Minor,2008,200000,90000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
3294,Maruti Wagon R VXI BS IV,2010,240000,50000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
3295,Toyota Innova 2.5 VX 8 STR,2012,800000,108731,Diesel,Individual,Manual,First Owner,Toyota,Toyota Innova 2.5
3296,Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2010,400000,120000,Diesel,Individual,Manual,First Owner,Toyota,Toyota Innova 2.5
3297,Tata Sumo Gold EX BSIII,2016,500000,60000,Diesel,Individual,Manual,First Owner,Tata,Tata Sumo Gold
3298,Mahindra Renault Logan 1.5 DLX Diesel,2007,150000,90000,Diesel,Individual,Manual,Third Owner,Mahindra,Mahindra Renault Logan
3299,Toyota Etios GD,2014,500000,140000,Diesel,Individual,Manual,Second Owner,Toyota,Toyota Etios GD
3300,Hyundai EON Magna Plus,2014,320000,80000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai EON Magna
3301,Nissan Micra Diesel XV,2013,300000,90000,Diesel,Individual,Manual,First Owner,Nissan,Nissan Micra Diesel
3302,Maruti Alto 800 LXI,2018,285000,14000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
3303,Tata Aria Pleasure 4x2,2012,360000,70000,Diesel,Individual,Manual,Second Owner,Tata,Tata Aria Pleasure
3304,Honda Accord 2.4 MT,2009,450000,55000,Petrol,Individual,Manual,Second Owner,Honda,Honda Accord 2.4
3305,Maruti Alto LXi,2011,175000,60000,Petrol,Individual,Manual,Third Owner,Maruti,Maruti Alto LXi
3306,Chevrolet Cruze LT,2011,350000,74000,Diesel,Individual,Manual,Second Owner,Chevrolet,Chevrolet Cruze LT
3307,Ford Figo Aspire 1.5 TDCi Titanium,2020,530000,45000,Diesel,Dealer,Manual,First Owner,Ford,Ford Figo Aspire
3308,Honda City i-DTEC ZX,2017,1025000,38000,Diesel,Dealer,Manual,First Owner,Honda,Honda City i-DTEC
3309,Honda BR-V i-DTEC VX MT,2017,950000,24000,Diesel,Dealer,Manual,First Owner,Honda,Honda BR-V i-DTEC
3310,Honda WR-V i-VTEC VX,2017,725000,29976,Petrol,Dealer,Manual,First Owner,Honda,Honda WR-V i-VTEC
3311,Honda City i VTEC VX,2017,919999,41000,Petrol,Dealer,Manual,First Owner,Honda,Honda City i
3312,Honda Jazz 1.5 V i DTEC,2018,700000,15000,Diesel,Dealer,Manual,First Owner,Honda,Honda Jazz 1.5
3313,Honda Jazz 1.5 VX i DTEC,2017,725000,36000,Diesel,Dealer,Manual,First Owner,Honda,Honda Jazz 1.5
3314,Honda BR-V i-VTEC VX MT,2017,840000,30646,Petrol,Dealer,Manual,First Owner,Honda,Honda BR-V i-VTEC
3315,Maruti Wagon R VXI BS IV,2015,365000,23600,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Wagon R
3316,Honda City i DTEC SV,2014,665000,71318,Diesel,Dealer,Manual,First Owner,Honda,Honda City i
3317,Maruti 800 Std,2003,50000,78098,Petrol,Individual,Manual,First Owner,Maruti,Maruti 800 Std
3318,Hyundai EON Era Plus,2014,225000,30000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai EON Era
3319,Hyundai i10 Era,2012,229999,45000,Petrol,Individual,Manual,Second Owner,Hyundai,Hyundai i10 Era
3320,Hyundai Santro Xing GL,2008,145000,67000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Santro Xing
3321,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2017,750000,18054,Petrol,Dealer,Manual,First Owner,Ford,Ford EcoSport 1.5
3322,Honda City i DTEC VX,2015,785000,40000,Diesel,Individual,Manual,First Owner,Honda,Honda City i
3323,Hyundai i10 Sportz,2011,225000,30000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai i10 Sportz
3324,Hyundai Xcent 1.1 CRDi Base,2017,300000,80000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Xcent 1.1
3325,Hyundai i20 Asta 1.4 CRDi,2016,680000,20000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai i20 Asta
3326,Mahindra TUV 300 T8,2016,700000,40000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra TUV 300
3327,Tata Indigo CS eLS BS IV,2011,180000,120000,Diesel,Individual,Manual,First Owner,Tata,Tata Indigo CS
3328,Ford Fiesta 1.4 SXi TDCi ABS,2008,270000,120000,Diesel,Individual,Manual,Second Owner,Ford,Ford Fiesta 1.4
3329,Maruti Swift Dzire VXi,2010,370000,97000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Swift Dzire
3330,Mahindra Xylo H8 ABS with Airbags,2018,1100000,70000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Xylo H8
3331,Hyundai Accent CRDi,2004,120000,120000,Diesel,Individual,Manual,Second Owner,Hyundai,Hyundai Accent CRDi
3332,Skoda Rapid 1.6 TDI PRESTIGE,2013,430000,88000,Diesel,Individual,Manual,Second Owner,Skoda,Skoda Rapid 1.6
3333,Maruti Swift ZDi,2014,550000,38406,Diesel,Dealer,Manual,First Owner,Maruti,Maruti Swift ZDi
3334,Hyundai Santro Xing GLS,2014,320000,54350,Petrol,Dealer,Manual,First Owner,Hyundai,Hyundai Santro Xing
3335,Maruti Wagon R VXI BS IV,2015,390000,32260,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Wagon R
3336,Renault Duster 85PS Diesel RxE,2014,550000,58231,Diesel,Dealer,Manual,First Owner,Renault,Renault Duster 85PS
3337,Maruti Swift VXI,2012,370000,59858,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Swift VXI
3338,Maruti Alto LXi BSIII,2010,190000,73350,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Alto LXi
3339,Renault Duster 110PS Diesel RxZ,2013,509999,88473,Diesel,Dealer,Manual,First Owner,Renault,Renault Duster 110PS
3340,Honda City S,2013,450000,96987,Petrol,Dealer,Manual,First Owner,Honda,Honda City S
3342,Maruti Swift Dzire VDI,2015,550000,61187,Diesel,Dealer,Manual,First Owner,Maruti,Maruti Swift Dzire
3343,Mahindra Xylo E6,2009,400000,68350,Diesel,Dealer,Manual,First Owner,Mahindra,Mahindra Xylo E6
3344,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,585000,81150,Diesel,Dealer,Manual,First Owner,Ford,Ford EcoSport 1.5
3345,Hyundai Grand i10 1.2 Kappa Asta,2019,500000,30000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Grand i10
3346,Maruti Ciaz ZXi,2015,800000,30000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Ciaz ZXi
3347,Maruti Swift Vdi BSIII,2009,265000,120000,Diesel,Individual,Manual,Second Owner,Maruti,Maruti Swift Vdi
3349,Fiat Palio 1.2 Sport,2007,125000,50000,Petrol,Individual,Manual,Second Owner,Fiat,Fiat Palio 1.2
3350,Tata Manza Aqua Quadrajet BS IV,2010,165000,80000,Diesel,Individual,Manual,First Owner,Tata,Tata Manza Aqua
3352,Hyundai Creta 1.6 CRDi SX Option,2015,1025000,90000,Diesel,Individual,Manual,Second Owner,Hyundai,Hyundai Creta 1.6
3354,Chevrolet Cruze LT,2012,380000,90000,Diesel,Individual,Manual,Fourth & Above Owner,Chevrolet,Chevrolet Cruze LT
3355,Maruti Swift Dzire LDi,2010,250000,110000,Diesel,Individual,Manual,Third Owner,Maruti,Maruti Swift Dzire
3356,Maruti Zen LX,2000,85000,80000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Zen LX
3357,Fiat Punto EVO 1.3 Dynamic,2016,500000,35000,Diesel,Individual,Manual,First Owner,Fiat,Fiat Punto EVO
3358,Hyundai EON Era Plus,2018,350000,15000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai EON Era
3359,Maruti Alto LXi BSIII,2010,190000,52000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Alto LXi
3360,Volkswagen Jetta 1.9 TDI Trendline,2009,940000,140000,Diesel,Individual,Manual,First Owner,Volkswagen,Volkswagen Jetta 1.9
3361,Maruti Swift VXI,2013,475000,60000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Swift VXI
3362,Maruti Alto 800 LXI,2018,300000,17000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
3363,Chevrolet Beat LS,2016,250000,70000,Petrol,Individual,Manual,Third Owner,Chevrolet,Chevrolet Beat LS
3364,Maruti Zen LX,2001,93000,97000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Maruti Zen LX
3365,Ford Figo Diesel ZXI,2012,290000,125000,Diesel,Individual,Manual,Second Owner,Ford,Ford Figo Diesel
3367,Mahindra XUV500 W8 2WD,2015,1000000,120000,Diesel,Individual,Manual,Second Owner,Mahindra,Mahindra XUV500 W8
3368,Hyundai i20 Asta 1.4 CRDi,2015,550000,87000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai i20 Asta
3369,Fiat Punto 1.3 Emotion,2010,285000,75000,Diesel,Individual,Manual,Third Owner,Fiat,Fiat Punto 1.3
3370,Maruti Wagon R VXI BSIII,2012,229999,40000,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Wagon R
3371,Ford Ecosport 1.5 DV5 MT Titanium,2014,580000,120000,Diesel,Individual,Manual,First Owner,Ford,Ford Ecosport 1.5
3372,Toyota Corolla H2,2005,175000,100000,Petrol,Individual,Manual,Fourth & Above Owner,Toyota,Toyota Corolla H2
3373,Maruti Ritz VDi,2012,250000,110000,Diesel,Individual,Manual,Fourth & Above Owner,Maruti,Maruti Ritz VDi
3374,Maruti Zen LX - BS III,2006,70000,105700,Petrol,Individual,Manual,First Owner,Maruti,Maruti Zen LX
3375,Maruti Celerio VXI Optional,2017,430999,14000,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Celerio VXI
3376,Chevrolet Spark 1.0,2010,80000,70000,Petrol,Individual,Manual,First Owner,Chevrolet,Chevrolet Spark 1.0
3377,Maruti Alto 800 LXI Optional,2019,335000,28000,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Alto 800
3378,Maruti Eeco 7 Seater Standard BSIV,2017,350000,51000,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Eeco 7
3379,Maruti Alto 800 LXI Opt BSIV,2018,315000,56000,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Alto 800
3380,Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,2019,1100000,35000,Diesel,Individual,Automatic,First Owner,Volkswagen,Volkswagen Vento 1.5
3381,Maruti Esteem Lxi - BSIII,2005,80000,24000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Esteem Lxi
3382,Maruti Alto K10 VXI Optional,2014,285000,64000,Petrol,Dealer,Manual,Second Owner,Maruti,Maruti Alto K10
3383,Tata Indigo TDI,2009,100000,120000,Diesel,Individual,Manual,Third Owner,Tata,Tata Indigo TDI
3384,Maruti Alto LXi,2011,225000,37091,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto LXi
3386,Maruti Alto K10 VXI,2018,320000,38900,Petrol,Individual,Manual,Third Owner,Maruti,Maruti Alto K10
3387,Hyundai Creta 1.6 CRDi SX Plus,2016,1249000,60000,Diesel,Individual,Manual,Third Owner,Hyundai,Hyundai Creta 1.6
3388,Maruti Wagon R LXI Minor,2008,120000,110000,Petrol,Individual,Manual,Third Owner,Maruti,Maruti Wagon R
3389,Volkswagen Vento Diesel Trendline,2011,200000,100000,Diesel,Individual,Manual,Second Owner,Volkswagen,Volkswagen Vento Diesel
3390,Hyundai Creta 1.6 CRDi SX,2016,1151000,85000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Creta 1.6
3391,Tata Indica Vista Quadrajet LS,2012,120000,140000,Diesel,Individual,Manual,First Owner,Tata,Tata Indica Vista
3392,Renault KWID RXT,2017,220000,20000,Petrol,Individual,Manual,First Owner,Renault,Renault KWID RXT
3393,Mahindra TUV 300 T10 Dual Tone,2018,784000,40000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra TUV 300
3394,Honda Jazz 1.2 S i VTEC,2017,500000,50000,Petrol,Individual,Manual,First Owner,Honda,Honda Jazz 1.2
3395,Hyundai EON Era Plus,2018,350000,20000,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai EON Era
3396,Mahindra XUV500 W7 AT BSIV,2018,1400000,50000,Diesel,Individual,Automatic,First Owner,Mahindra,Mahindra XUV500 W7
3397,Mahindra Thar CRDe AC,2014,600000,100000,Diesel,Individual,Manual,Second Owner,Mahindra,Mahindra Thar CRDe
3398,Hyundai Grand i10 1.2 Kappa Magna BSIV,2019,525000,9400,Petrol,Individual,Manual,First Owner,Hyundai,Hyundai Grand i10
3399,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,930000,12000,Diesel,Individual,Manual,First Owner,Ford,Ford EcoSport 1.5
3400,Maruti Eeco 5 STR With AC Plus HTR CNG,2017,440000,14100,CNG,Dealer,Manual,First Owner,Maruti,Maruti Eeco 5
3401,Maruti Celerio ZXI,2016,434999,21000,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Celerio ZXI
3402,Hyundai i10 Magna,2011,250000,28000,Petrol,Dealer,Manual,First Owner,Hyundai,Hyundai i10 Magna
3403,Maruti Ertiga SHVS ZDI Plus,2017,940000,35000,Diesel,Dealer,Manual,First Owner,Maruti,Maruti Ertiga SHVS
3404,Hyundai Verna 1.6 CRDi AT SX,2017,1050000,31000,Diesel,Dealer,Automatic,First Owner,Hyundai,Hyundai Verna 1.6
3405,Maruti Ertiga SHVS ZDI,2016,825000,58000,Diesel,Dealer,Manual,First Owner,Maruti,Maruti Ertiga SHVS
3406,Maruti Wagon R VXI Minor,2012,229999,25000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Wagon R
3407,Hyundai i20 1.2 Asta,2011,375000,72000,Petrol,Dealer,Manual,First Owner,Hyundai,Hyundai i20 1.2
3408,Maruti Ertiga ZDI,2013,640000,89000,Diesel,Dealer,Manual,First Owner,Maruti,Maruti Ertiga ZDI
3409,Toyota Innova 2.5 V Diesel 8-seater,2012,800000,160000,Diesel,Dealer,Manual,First Owner,Toyota,Toyota Innova 2.5
3410,Ford Figo Petrol ZXI,2012,130000,30000,Petrol,Individual,Manual,Third Owner,Ford,Ford Figo Petrol
3411,Hyundai i10 Sportz 1.1L,2014,300000,37555,Petrol,Dealer,Manual,First Owner,Hyundai,Hyundai i10 Sportz
3412,Maruti Wagon R VXI BS IV,2018,440000,14000,Petrol,Dealer,Manual,First Owner,Maruti,Maruti Wagon R
3413,Maruti Ertiga VXI CNG,2014,595000,56600,CNG,Dealer,Manual,First Owner,Maruti,Maruti Ertiga VXI
3414,Mahindra Scorpio EX,2013,450000,110000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Scorpio EX
3415,Maruti Vitara Brezza VDi Option,2017,690000,50000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Vitara Brezza
3416,Maruti Alto 800 VXI,2019,300000,5000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Alto 800
3417,Chevrolet Sail 1.2 Base,2014,170000,100000,Petrol,Individual,Manual,Second Owner,Chevrolet,Chevrolet Sail 1.2
3418,Toyota Etios Liva GD SP,2012,280000,120000,Diesel,Individual,Manual,First Owner,Toyota,Toyota Etios Liva
3419,Maruti Swift VXI BSIII,2009,220000,67580,Petrol,Individual,Manual,Second Owner,Maruti,Maruti Swift VXI
3420,Hyundai Santro Xing GLS,2009,140000,100000,Petrol,Individual,Manual,Third Owner,Hyundai,Hyundai Santro Xing
3421,Maruti Esteem Lxi,2004,45000,60000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Esteem Lxi
3422,Ford Figo Diesel Titanium,2014,200000,125000,Diesel,Individual,Manual,Second Owner,Ford,Ford Figo Diesel
3423,Mahindra Scorpio 2.6 Turbo 7 Str,2008,325000,120000,Diesel,Individual,Manual,Second Owner,Mahindra,Mahindra Scorpio 2.6
3424,Hyundai Verna CRDi SX,2010,300000,130000,Diesel,Individual,Manual,Second Owner,Hyundai,Hyundai Verna CRDi
3426,Mahindra Verito Vibe 1.5 dCi D6,2015,280000,40000,Diesel,Individual,Manual,First Owner,Mahindra,Mahindra Verito Vibe
3427,Nissan Sunny XL D,2013,225000,78000,Diesel,Dealer,Manual,First Owner,Nissan,Nissan Sunny XL
3428,Ford EcoSport 1.5 Petrol Titanium Plus AT BSIV,2015,750000,48238,Petrol,Trustmark Dealer,Automatic,First Owner,Ford,Ford EcoSport 1.5
3429,Hyundai i20 1.2 Magna Executive,2016,535000,38365,Petrol,Dealer,Manual,First Owner,Hyundai,Hyundai i20 1.2
3430,Mahindra XUV500 W10 1.99 mHawk,2016,1250000,23670,Diesel,Trustmark Dealer,Manual,First Owner,Mahindra,Mahindra XUV500 W10
3431,Maruti Baleno Zeta 1.2,2017,650000,49834,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,Maruti Baleno Zeta
3432,Honda Brio S MT,2013,295000,57353,Petrol,Trustmark Dealer,Manual,First Owner,Honda,Honda Brio S
3433,Maruti Swift DDiS VDI,2015,480000,68308,Diesel,Trustmark Dealer,Manual,First Owner,Maruti,Maruti Swift DDiS
3434,Honda City i DTEC SV,2015,575000,63240,Diesel,Trustmark Dealer,Manual,First Owner,Honda,Honda City i
3435,Tata Harrier XE,2020,426000,1000,Diesel,Individual,Manual,First Owner,Tata,Tata Harrier XE
3436,Mahindra Bolero Power Plus Plus AC BSIV PS,2015,295000,90000,Diesel,Individual,Manual,Third Owner,Mahindra,Mahindra Bolero Power
3437,Mahindra Xylo E4,2011,330000,100000,Diesel,Individual,Manual,Second Owner,Mahindra,Mahindra Xylo E4
3438,Maruti Ritz VXI,2009,150000,80000,Petrol,Individual,Manual,First Owner,Maruti,Maruti Ritz VXI
3439,Hyundai Creta 1.6 CRDi SX,2016,927999,90000,Diesel,Individual,Manual,First Owner,Hyundai,Hyundai Creta 1.6
3440,Maruti Zen LXI,2003,70000,60000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,Maruti Zen LXI
3441,Hyundai Xcent 1.2 CRDi SX,2015,399000,55000,Diesel,Dealer,Manual,First Owner,Hyundai,Hyundai Xcent 1.2
3442,Maruti Swift VDI Optional,2015,350000,90000,Diesel,Individual,Manual,First Owner,Maruti,Maruti Swift VDI
